date,deces,gueris,decesEhpad,reanimation,casConfirmes,hospitalises,testsPositifs,testsRealises,casConfirmesEhpad,casPossiblesEhpad,nouvellesReanimations,stockNombreTotalDoses,stockNombreDosesPfizer,stockNombreDosesModerna,cumulPremieresInjections,nouvellesHospitalisations,stockEhpadNombreDosesPfizer,nouvellesPremieresInjections,prisesRendezVousSemaineRang1,prisesRendezVousSemaineRang2,totalPrisesRendezVousSemaine,livraisonsCumulNombreTotalDoses,livraisonsCumulNombreDosesPfizer,livraisonsCumulNombreDosesModerna,r0
2021-05-12,80812,354860,26307,4583,5821668,24254,16058,449475,,,217,,,,19368669,965,2570886,430349,103634,33588,137225,30795900,20502300,2515200,0.78
2021-05-13,80943,355927,26307,4442,5841129,23656,3053,78615,,,139,,,,19704342,618,2570886,335673,103634,33588,137225,30795900,20502300,2515200,0.78
2021-05-14,81116,356700,26307,4352,5848154,23406,17416,453024,,,152,,,,20154950,733,2570886,450608,103634,33588,137225,30795900,20502300,2515200,0.78
2021-05-15,81228,357613,26307,4271,5863839,22950,8919,228387,,,134,,,,20526564,580,2570886,371614,103634,33588,137225,30795900,20502300,2515200,0.79
2021-05-16,81309,357928,26307,4255,5877787,22963,2312,54308,,,102,,,,20727998,416,2570886,201434,103634,33588,137225,34123710,23021310,2959200,0.8
2021-05-17,81505,358776,26307,4186,5881137,22749,19788,473762,,,204,,,,21101254,871,2570886,373256,98019,27038,125068,34123710,23021310,2959200,0.82
2021-05-18,81692,360213,26348,4015,5898347,22058,15503,437507,,,247,,,,21557286,996,2570886,456032,98019,27038,125068,34123710,23021310,2959200,0.83
2021-05-19,81833,361460,26348,3862,5917397,21347,13676,387968,,,168,,,,22021488,712,2570886,464202,98019,27038,125068,34123710,23021310,2959200,0.85
2021-05-20,81966,362593,26348,3769,5568551,20750,12550,430204,,,202,2531223,1858068,442570,22525176,709,2357220,503688,98019,27038,125068,34123710,23021310,2959200,0.86
2021-05-21,82075,363600,26362,3631,5581351,20209,12507,454222,,,139,2531223,1858068,442570,23011482,625,2357220,486306,98019,27038,125068,34123710,23021310,2959200,0.86
2021-05-22,82164,364391,26362,3544,5593962,19765,7792,244957,,,115,2531223,1858068,442570,23356610,468,2357220,345128,98019,27038,125068,34123710,23021310,2959200,0.86
2021-05-23,82234,364695,26362,3515,5603666,19720,1777,52583,,,73,2531223,1858068,442570,23517294,324,2357220,160684,98019,27038,125068,37647020,25540320,3403200,0.85
2021-05-24,82296,364902,26362,3496,5605895,19701,3500,96934,,,66,2531223,1858068,442570,23778662,260,2357220,261368,72942,32197,105153,37647020,25540320,3403200,0.84
2021-05-25,82494,365739,26385,3447,5609050,19430,16536,485434,,,205,2531223,1858068,442570,24175714,796,2357220,397052,72942,32197,105153,37647020,25540320,3403200,0.82
2021-05-26,82638,367046,26385,3330,5621696,18593,11863,357218,,,181,2531223,1858068,442570,24586137,671,2357220,410423,72942,32197,105153,37647020,25540320,3403200,0.82
2021-05-27,82780,368023,26385,3206,5635629,17941,11135,408093,,,127,1960225,1368900,385570,25032833,499,1993122,446696,72942,32197,105153,37647020,25540320,3403200,0.81
2021-05-28,82878,369109,26412,3104,5646897,17272,10609,446847,,,155,1960225,1368900,385570,25459569,539,1993122,426736,72942,32197,105153,37647020,25540320,3403200,0.81
2021-05-29,82946,369789,26412,3028,5657572,16847,6346,229396,,,93,1960225,1368900,385570,25756984,334,1993122,297415,72942,32197,105153,37647020,25540320,3403200,0.82
2021-05-30,82990,370014,26412,2993,5666113,16775,1493,51041,,,43,1960225,1368900,385570,25863113,199,1993122,106129,72942,32197,105153,40844000,28060500,3847200,0.82
2021-05-31,83116,370577,26412,2945,5667324,16596,11771,400167,,,140,1960225,1368900,385570,26218659,529,1993122,355546,61518,42641,104171,40844000,28060500,3847200,0.82
2021-06-01,83243,371500,26419,2825,5677172,16088,7957,348579,,,145,1960225,1368900,385570,26640854,596,1993122,422195,61518,42641,104171,40844000,28060500,3847200,0.81
2021-06-02,83339,372310,26419,2754,5685915,15638,7596,314482,,,106,1960225,1368900,385570,27053082,491,1993122,412228,61518,42641,104171,40844000,28060500,3847200,0.8
2021-06-03,83409,373033,26419,2677,5694076,15283,7009,367151,,,94,1960225,1368900,385570,27511152,458,3066882,458070,61518,42641,104171,40844000,28060500,3847200,0.78
2021-06-04,83490,373818,26426,2571,5701029,14801,6620,419741,,,91,2536780,2072610,277820,27962501,408,3066882,451349,61518,42641,104171,40844000,28060500,3847200,0.76
2021-06-05,83547,374281,26426,2525,5707683,14532,3947,212620,,,62,2536780,2072610,277820,28264635,267,3066882,302134,61518,42641,104171,40844000,28060500,3847200,0.73
2021-06-06,83572,374416,26426,2527,5712753,14525,899,46046,,,52,2536780,2072610,277820,28395989,154,3066882,131354,61518,42641,104171,47138930,32025630,4291200,0.7
2021-06-07,83636,374909,26426,2472,5713917,14323,7281,375396,,,97,2536780,2072610,277820,28730257,383,3066882,334268,49359,52391,101763,47138930,32025630,4291200,0.68
2021-06-08,83708,375569,26429,2394,5719935,13984,5022,328056,,,106,2536780,2072610,277820,29119827,405,3066882,389570,49359,52391,101763,47138930,32025630,4291200,0.66
2021-06-09,83773,376342,26429,2326,5725492,13526,4229,280645,,,94,2536780,2072610,277820,29500062,391,3066882,380235,49359,52391,101763,47138930,32025630,4291200,0.64
2021-06-10,83841,376974,26429,2245,5729967,13090,3821,342036,,,74,2536780,2072610,277820,29898122,297,3066882,398060,49359,52391,101763,47138930,32025630,4291200,0.62
2021-06-11,83910,377596,26434,2163,5733838,12712,3964,381777,,,66,2536780,2072610,277820,30281617,313,3066882,383495,49359,52391,101763,47138930,32025630,4291200,0.6
2021-06-12,83944,377961,26434,2110,5737810,12496,2189,198681,,,48,2536780,2072610,277820,30562656,198,3066882,281039,49359,52391,101763,47138930,32025630,4291200,0.58
2021-06-13,83957,378063,26434,2106,5740665,12480,505,46560,,,26,2536780,2072610,277820,30666427,111,3066882,103771,49359,52391,101763,51598630,35547330,4735200,0.57
2021-06-14,84020,378429,26434,2068,5741354,12374,3963,341393,,,71,2536780,2072610,277820,30904304,325,3066882,237877,733493,872225,1608120,51598630,35547330,4735200,0.56
2021-06-15,84096,379108,26438,1952,5744589,11895,2849,283856,,,69,2536780,2072610,277820,31208715,300,3066882,304411,733493,872225,1608120,51598630,35547330,4735200,0.54
2021-06-16,84140,379635,26438,1873,5747647,11519,2520,250972,,,39,2536780,2072610,277820,31519158,198,3066882,310443,733493,872225,1608120,51598630,35547330,4735200,0.53
2021-06-17,84196,380195,26438,1799,5750433,11114,2496,319336,,,46,3325297,2848632,226660,31833455,225,3066882,314297,733493,872225,1608120,51598630,35547330,4735200,0.53
2021-06-18,84246,380667,26456,1740,5752872,10738,2596,386969,,,53,3325297,2848632,226660,32152361,171,3066882,318906,733493,872225,1608120,51598630,35547330,4735200,0.53
2021-06-19,84268,380930,26456,1703,5755496,10531,1442,204767,,,24,3325297,2848632,226660,32375303,102,3066882,222942,733493,872225,1608120,51598630,35547330,4735200,0.53
2021-06-20,84282,380979,26456,1703,5757311,10518,384,49756,,,15,3325297,2848632,226660,32448534,51,3066882,73231,733493,872225,1608120,56135530,39069030,5179200,0.53
2021-06-21,84322,381278,26456,1655,5757798,10386,2713,315188,,,48,3325297,2848632,226660,32641621,216,3066882,193087,1036649,2266681,3308694,56135530,39069030,5179200,0.54
2021-06-22,84373,381726,26456,1560,5760002,10046,2079,257638,,,47,3325297,2848632,226660,32862212,181,3066882,220591,1036649,2266681,3308694,56135530,39069030,5179200,0.55
2021-06-23,84406,382124,26456,1509,5762322,9771,1986,233048,,,42,3325297,2848632,226660,33093390,167,3066882,231178,1036649,2266681,3308694,56135530,39069030,5179200,0.57
2021-06-24,84450,382593,26456,1439,5764329,9392,1983,291230,,,27,4027542,3536592,246230,33332654,140,5477160,239264,1036649,2266681,3308694,56135530,39069030,5179200,0.59
2021-06-25,84483,382897,26456,1389,5766315,9190,2139,354728,,,39,4027542,3536592,246230,33557042,148,5477160,224388,1036649,2266681,3308694,56135530,39069030,5179200,0.62
2021-06-26,84495,383122,26456,1349,5768443,9024,1311,208557,,,14,4027542,3536592,246230,33708755,81,5477160,151713,1036649,2266681,3308694,56135530,39069030,5179200,0.65
2021-06-27,84512,383185,26456,1345,5770021,8986,428,52307,,,13,4027542,3536592,246230,33763829,42,5477160,55074,1036649,2266681,3308694,61212430,43479930,5653200,0.69
2021-06-28,84556,383447,26456,1304,5770530,8846,2861,320664,,,41,4027542,3536592,246230,33916474,176,5477160,152645,924222,2421569,3352096,61212430,43479930,5653200,0.74
2021-06-29,84584,383768,26473,1250,5772844,8627,2362,263456,,,29,4027542,3536592,246230,34097170,134,5477160,180696,924222,2421569,3352096,61212430,43479930,5653200,0.8
2021-06-30,84609,384051,26473,1204,5775301,8451,2791,268565,,,31,4027542,3536592,246230,34298739,158,5477160,201569,924222,2421569,3352096,61212430,43479930,5653200,0.86
2021-07-01,84638,384338,26473,1162,5777965,8232,2707,324051,,,30,4778202,4308372,223010,34523654,109,6755886,224915,924222,2421569,3352096,61212430,43479930,5653200,0.93
2021-07-02,84662,384616,26473,1123,5780648,8044,3148,397365,,,17,4778202,4308372,223010,34746796,118,6755886,223142,924222,2421569,3352096,61212430,43479930,5653200,1.01
2021-07-03,84679,384781,26473,1102,5783654,7912,2182,267748,,,17,4778202,4308372,223010,34886919,79,6755886,140123,924222,2421569,3352096,61212430,43479930,5653200,1.08
2021-07-04,84688,384812,26473,1104,5786203,7913,755,67287,,,12,4778202,4308372,223010,34942715,41,6755886,55796,924222,2421569,3352096,67166030,47890830,6156000,1.16
2021-07-05,84724,385013,26473,1077,5786999,7806,4599,374033,,,30,4778202,4308372,223010,35107184,137,6755886,164469,975518,2209588,3191968,67166030,47890830,6156000,1.22
2021-07-06,84758,385289,26473,1032,5790584,7637,3872,294124,,,30,4778202,4308372,223010,35300767,149,6755886,193583,975518,2209588,3191968,67166030,47890830,6156000,1.29
2021-07-07,84786,385490,26473,997,5794665,7539,4528,309521,,,30,4778202,4308372,223010,35509610,140,6755886,208843,975518,2209588,3191968,67166030,47890830,6156000,1.34
2021-07-08,84811,385720,26473,971,5799107,7384,4543,358701,,,26,5380809,4912074,243350,35738034,100,7288902,228424,975518,2209588,3191968,67166030,47890830,6156000,1.39
2021-07-09,84829,385950,26473,953,5803687,7275,5055,464879,,,30,5380809,4912074,243350,35964082,147,7288902,226048,975518,2209588,3191968,67166030,47890830,6156000,1.44
2021-07-10,84848,386122,26473,947,5808383,7183,3514,343620,,,9,5380809,4912074,243350,36110830,101,7288902,146748,975518,2209588,3191968,67166030,47890830,6156000,1.48
2021-07-11,84852,386141,26473,947,5812639,7183,1244,90288,,,4,5380809,4912074,243350,36170156,23,7288902,59326,975518,2209588,3191968,70198220,50332620,6746400,1.54
2021-07-12,84880,386424,26473,957,5813899,7137,8534,392881,,,55,5380809,4912074,243350,36336662,267,7288902,166506,1218803,2206053,3431274,70198220,50332620,6746400,1.6
2021-07-13,84902,386704,26505,933,5820849,7076,8777,405761,,,37,5380809,4912074,243350,36621384,246,7288902,284722,1218803,2206053,3431274,70198220,50332620,6746400,1.68
2021-07-14,84908,386839,26505,931,5829724,7047,2592,112680,,,19,5380809,4912074,243350,36800232,115,7288902,178848,1218803,2206053,3431274,70198220,50332620,6746400,1.77
2021-07-15,84924,387017,26505,914,5833341,7054,13398,444225,,,36,5380809,4912074,243350,37144188,213,7038426,343956,1218803,2206053,3431274,70198220,50332620,6746400,1.86
2021-07-16,84946,387297,26505,899,5844249,6971,12674,492118,,,33,4877308,4413018,247800,37521620,220,7038426,377432,1218803,2206053,3431274,70198220,50332620,6746400,1.96
2021-07-17,84962,387439,26505,890,5855198,6922,9824,367824,,,21,4877308,4413018,247800,37779833,114,7038426,258213,1218803,2206053,3431274,70198220,50332620,6746400,2.04
2021-07-18,84967,387469,26505,891,5867730,6936,3278,100378,,,9,4877308,4413018,247800,37888713,54,7038426,108880,1218803,2206053,3431274,73310810,52774410,7417200,2.09
2021-07-19,84987,387703,26505,902,5871881,7041,22822,442928,,,76,4877308,4413018,247800,38172025,360,7038426,283312,1682290,2047148,3735723,73310810,52774410,7417200,2.11
2021-07-20,85020,388118,26505,876,5890062,6912,20724,418068,,,61,4877308,4413018,247800,38546396,327,7038426,374371,1682290,2047148,3735723,73310810,52774410,7417200,2.1
2021-07-21,85042,388402,26505,859,5911601,6869,22455,514814,,,64,4877308,4413018,247800,38939638,281,7038426,393242,1682290,2047148,3735723,73310810,52774410,7417200,2.06
2021-07-22,85053,388707,26505,868,5933510,6832,20670,497488,,,59,4877308,4413018,247800,39377908,292,6179340,438270,1682290,2047148,3735723,73310810,52774410,7417200,1.99
2021-07-23,85082,389021,26513,872,5953071,6802,22518,725339,,,69,4877308,4413018,247800,39814319,330,6179340,436411,1682290,2047148,3735723,73310810,52774410,7417200,1.91
2021-07-24,85104,389197,26513,878,5978695,6787,15922,566350,,,35,4877308,4413018,247800,40098521,182,6179340,284202,1682290,2047148,3735723,73310810,52774410,7417200,1.81
2021-07-25,85110,389226,26513,886,5993937,6843,4659,142968,,,16,4877308,4413018,247800,40218745,92,6179340,120224,1682290,2047148,3735723,76422230,55215030,8088000,1.72
2021-07-26,85154,389531,26514,952,5999244,7079,33172,631094,,,135,4877308,4413018,247800,40564288,607,6179340,345543,1972234,1455987,3435103,76422230,55215030,8088000,1.63
2021-07-27,85182,389996,26514,978,6026115,7137,25629,531515,,,121,4877308,4413018,247800,41025585,557,6179340,461297,1972234,1455987,3435103,76422230,55215030,8088000,1.55
2021-07-28,85225,390367,26515,992,6054049,7208,24980,537413,,,91,4877308,4413018,247800,41482244,490,6179340,456659,1972234,1455987,3435103,76422230,55215030,8088000,1.47
2021-07-29,85252,390784,26516,1015,6079239,7236,24092,605074,,,91,3243904,2836194,207380,41969228,501,4865778,486984,1972234,1455987,3435103,76422230,55215030,8088000,1.4
2021-07-30,85312,391216,26519,1072,6103548,7363,24174,842440,,,165,3243904,2836194,207380,42428646,640,4865778,459418,1972234,1455987,3435103,76422230,55215030,8088000,1.34
2021-07-31,85355,391581,26519,1099,6127019,7409,15973,622393,,,91,3243904,2836194,207380,42712940,467,4865778,284294,1972234,1455987,3435103,76422230,55215030,8088000,1.28
2021-08-01,85373,391689,26519,1137,6146619,7581,4678,158731,,,69,3243904,2836194,207380,42822957,312,4865778,110017,1972234,1455987,3435103,79772390,57657990,8995200,1.23
2021-08-02,85424,392055,26521,1232,6151803,7840,34228,670190,,,170,3243904,2836194,207380,43159504,688,4865778,336547,1619700,1183141,2809601,79772390,57657990,8995200,1.18
2021-08-03,85480,392634,26524,1331,6178632,7974,26621,550943,,,218,3243904,2836194,207380,43553296,818,4865778,393792,1619700,1183141,2809601,79772390,57657990,8995200,1.15
2021-08-04,85528,393129,26525,1371,6207416,8134,25740,550320,,,157,3243904,2836194,207380,43934812,772,4865778,381516,1619700,1183141,2809601,79772390,57657990,8995200,1.12
2021-08-05,85577,393723,26528,1420,6233876,8210,25111,599912,,,150,3243904,2836194,207380,44297736,712,4865778,362924,1619700,1183141,2809601,79772390,57657990,8995200,1.09
2021-08-06,85637,394324,26532,1458,6258953,8368,25778,812196,,,165,3232932,2926872,191630,44654543,862,4865778,356807,1619700,1183141,2809601,79772390,57657990,8995200,1.08
2021-08-07,85669,394709,26532,1510,6284708,8425,17218,623575,,,136,3232932,2926872,191630,44865813,482,4865778,211270,1619700,1183141,2809601,79772390,57657990,8995200,1.07
2021-08-08,85697,394910,26532,1556,6305158,8685,5368,181295,,,117,3232932,2926872,191630,44938507,498,4865778,72694,1619700,1183141,2809601,83446670,60236670,10090800,1.06
2021-08-09,85765,395310,26539,1667,6310933,9022,36086,945128,,,230,3232932,2926872,191630,45194711,833,4865778,256204,1165309,1323470,2494790,83446670,60236670,10090800,1.06
2021-08-10,85833,396002,26541,1712,6339509,9153,28609,823111,,,211,3232932,2926872,191630,45497766,944,4865778,303055,1165309,1323470,2494790,83446670,60236670,10090800,1.06
2021-08-11,85886,396616,26546,1745,6370429,9233,26981,774216,,,158,3232932,2926872,191630,45774532,773,4865778,276766,1165309,1323470,2494790,83446670,60236670,10090800,1.06
2021-08-12,85963,397162,26546,1807,6398983,9465,26478,863336,,,191,3232932,2926872,191630,46043531,894,5191554,268999,1165309,1323470,2494790,83446670,60236670,10090800,1.05
2021-08-13,86037,397828,26562,1831,6425436,9546,25229,1002999,,,188,3341728,2823468,417890,46293493,836,5191554,249962,1165309,1323470,2494790,83446670,60236670,10090800,1.04
2021-08-14,86088,398257,26564,1837,6449863,9648,17614,840311,,,118,3341728,2823468,417890,46437634,606,5191554,144141,1165309,1323470,2494790,83446670,60236670,10090800,1.03
2021-08-15,86132,398445,26564,1852,6471035,9798,5169,197636,,,73,3341728,2823468,417890,46475521,399,5191554,37887,1165309,1323470,2494790,87731720,62816520,11796000,1.02
2021-08-16,86228,398924,26575,1908,6476864,10151,34204,975439,,,178,3341728,2823468,417890,46659648,950,5191554,184127,802331,1641498,2449916,87731720,62816520,11796000,1
2021-08-17,86339,399763,26575,1953,6504978,10219,25271,821041,,,245,3341728,2823468,417890,46872963,1075,5191554,213315,802331,1641498,2449916,87731720,62816520,11796000,0.99
2021-08-18,86451,400539,26585,2054,6533383,10336,22985,753852,,,299,3341728,2823468,417890,47069806,1036,5191554,196843,802331,1641498,2449916,87731720,62816520,11796000,0.97
2021-08-19,86578,401284,26587,2049,6557356,10392,21857,856307,,,186,3341728,2823468,417890,47259954,976,5965476,190148,802331,1641498,2449916,87731720,62816520,11796000,0.96
2021-08-20,86660,401946,26590,2091,6579675,10515,22396,1064704,,,214,3743816,3230406,414850,47443997,887,5965476,184043,802331,1641498,2449916,87731720,62816520,11796000,0.94
2021-08-21,86789,402615,26590,2106,6602311,10463,14900,769513,,,165,3743816,3230406,414850,47547820,805,5965476,103823,802331,1641498,2449916,87731720,62816520,11796000,0.93
2021-08-22,86883,402848,26611,2128,6619611,10651,4562,182326,,,103,3743816,3230406,414850,47579294,542,5965476,31474,802331,1641498,2449916,93137030,66353430,13664400,0.92
2021-08-23,86991,403285,26612,2215,6624777,11007,29681,896800,,,235,3743816,3230406,414850,47718810,943,5965476,139516,599672,1756358,2364823,93137030,66353430,13664400,0.91
2021-08-24,87143,404141,26616,2221,6649630,11066,21356,737987,,,214,3743816,3230406,414850,47879732,1145,5965476,160922,599672,1756358,2364823,93137030,66353430,13664400,0.9
2021-08-25,87236,404823,26626,2239,6673336,11171,18948,673609,,,182,3743816,3230406,414850,48028940,883,5965476,149208,599672,1756358,2364823,93137030,66353430,13664400,0.89
2021-08-26,87343,405490,26641,2261,6693019,11104,17762,755513,,,191,3743816,3230406,414850,48170115,741,7113828,141175,599672,1756358,2364823,93137030,66353430,13664400,0.88
2021-08-27,87438,406229,26652,2270,6711268,11162,17766,978790,,,194,4627893,4142688,387800,48316671,908,7113828,146556,599672,1756358,2364823,93137030,66353430,13664400,0.86
2021-08-28,87512,406709,26652,2259,6728858,11052,11529,723868,,,119,4627893,4142688,387800,48406432,465,7113828,89761,599672,1756358,2364823,93137030,66353430,13664400,0.85
2021-08-29,87565,406911,26652,2276,6742488,11092,3546,168926,,,71,4627893,4142688,387800,48433316,311,7113828,26884,599672,1756358,2364823,97348850,70104450,14125200,0.84
2021-08-30,87663,407355,26667,2290,6746283,11245,22431,823050,,,159,4627893,4142688,387800,48549250,725,7113828,115934,466928,1372483,1928580,97348850,70104450,14125200,0.83
2021-08-31,87797,408275,26668,2292,6765708,11120,16345,643381,,,218,4627893,4142688,387800,48676833,941,7113828,127583,466928,1372483,1928580,97348850,70104450,14125200,0.82
2021-09-01,87880,408908,26680,2294,6783329,11119,15258,572051,,,187,4627893,4142688,387800,48801823,742,7113828,124990,466928,1372483,1928580,97348850,70104450,14125200,0.81
2021-09-02,87983,409615,26686,2275,6799240,10934,13142,618483,,,143,4627893,4142688,387800,48907206,648,7113828,105383,466928,1372483,1928580,97348850,70104450,14125200,0.8
2021-09-03,88076,410229,26688,2259,6812706,10816,13079,845584,,,159,5318224,4862364,377750,49021769,624,8457324,114563,466928,1372483,1928580,97348850,70104450,14125200,0.79
2021-09-04,88159,410710,26688,2223,6826042,10654,9253,658034,,,124,5318224,4862364,377750,49109975,424,8457324,88206,466928,1372483,1928580,97348850,70104450,14125200,0.79
2021-09-05,88208,410888,26688,2217,6836452,10644,2774,140194,,,60,5318224,4862364,377750,49130831,227,8457324,20856,466928,1372483,1928580,101027540,72698340,15210000,0.78
2021-09-06,88310,411314,26712,2249,6839494,10757,16611,688945,,,187,5318224,4862364,377750,49201776,661,8457324,70945,290138,856183,1278815,101027540,72698340,15210000,0.77
2021-09-07,88418,412039,26712,2259,6854028,10646,11686,550374,,,200,5318224,4862364,377750,49276112,761,8457324,74336,290138,856183,1278815,101027540,72698340,15210000,0.76
2021-09-08,88518,412721,26731,2224,6866856,10438,10509,518153,,,174,5318224,4862364,377750,49361331,595,8457324,85219,290138,856183,1278815,101027540,72698340,15210000,0.76
2021-09-09,88621,413273,26742,2195,6877825,10323,9927,613496,,,139,5318224,4862364,377750,49433208,554,8457324,71877,290138,856183,1278815,101027540,72698340,15210000,0.75
2021-09-10,88701,413880,26756,2151,6887791,10115,9785,836652,,,135,6015974,5545944,402340,49524234,505,8457324,91026,290138,856183,1278815,101027540,72698340,15210000,0.74
2021-09-11,88747,414243,26756,2131,6897392,10018,6531,637240,,,91,6015974,5545944,402340,49589254,322,8457324,65020,290138,856183,1278815,101027540,72698340,15210000,0.73
2021-09-12,88776,414405,26756,2129,6905071,10012,1880,137477,,,34,6015974,5545944,402340,49601556,187,8457324,12302,290138,856183,1278815,104130530,75233730,15777600,0.72
2021-09-13,88862,414778,26767,2103,6907133,9986,11771,665563,,,116,6015974,5545944,402340,49661436,446,8457324,59880,225307,615455,986863,104130530,75233730,15777600,0.72
2021-09-14,88956,415490,26767,2000,6917460,9739,8387,549677,,,137,6015974,5545944,402340,49731602,577,10072710,70166,225307,615455,986863,104130530,75233730,15777600,0.72
2021-09-15,89033,416030,26770,1959,6926604,9555,7873,497421,,,119,6015974,5545944,402340,49803966,452,10072710,72364,225307,615455,986863,104130530,75233730,15777600,0.72
2021-09-16,89098,416554,26779,1952,6934732,9297,7211,564313,,,103,6210792,5776242,377670,49864889,382,9257838,60923,225307,615455,986863,104130530,75233730,15777600,0.71
2021-09-17,89164,417059,26805,1891,6942105,9070,7414,792154,,,81,6210792,5776242,377670,49936982,371,9257838,72093,225307,615455,986863,104130530,75233730,15777600,0.71
2021-09-18,89206,417399,26805,1837,6949519,8912,5016,578139,,,68,6210792,5776242,377670,49983640,243,9257838,46658,225307,615455,986863,104130530,75233730,15777600,0.71
2021-09-19,89234,417505,26805,1832,6955333,8887,1400,120079,,,33,6210792,5776242,377670,49991116,113,9257838,7476,225307,615455,986863,107783430,76871730,17434900,0.71
2021-09-20,89255,417826,26814,1805,6956848,8845,8904,613961,,,114,6210792,5776242,377670,50031907,373,9257838,40791,147263,470074,757781,107783430,76871730,17434900,0.71
2021-09-21,89407,418397,26815,1744,6964699,8594,6376,508604,,,136,6210792,5776242,377670,50076011,503,9257838,44104,147263,470074,757781,107783430,76871730,17434900,0.72
2021-09-22,89465,418859,26817,1656,6971493,8414,5963,454397,,,68,6210792,5776242,377670,50122350,361,9257838,46339,147263,470074,757781,107783430,76871730,17434900,0.72
2021-09-23,89527,419256,26821,1609,6977722,8237,5905,531917,,,71,6210792,5776242,377670,50163624,301,9257838,41274,147263,470074,757781,107783430,76871730,17434900,0.73
2021-09-24,89576,419628,26825,1586,6983601,8107,6090,733997,,,72,8353923,7935288,366500,50213834,296,11518746,50210,147263,470074,757781,107783430,76871730,17434900,0.74
2021-09-25,89605,419912,26825,1571,6989613,7980,4176,532252,,,54,8353923,7935288,366500,50246769,196,11518746,32935,147263,470074,757781,107783430,76871730,17434900,0.75
2021-09-26,89619,419971,26825,1577,6994319,7994,1150,106536,,,35,8353923,7935288,366500,50251872,89,11518746,5103,147263,470074,757781,111678220,78529620,18992900,0.76
2021-09-27,89693,420247,26835,1571,6995628,7980,7628,573297,,,94,8353923,7935288,366500,50284179,343,11518746,32307,137134,316009,604385,111678220,78529620,18992900,0.77
2021-09-28,89751,420645,26835,1524,7002393,7801,5543,486129,,,79,8353923,7935288,366500,50318936,304,11518746,34757,137134,316009,604385,111678220,78529620,18992900,0.78
2021-09-29,89793,420934,26836,1466,7008228,7726,5070,435943,,,52,8353923,7935288,366500,50361421,254,11518746,42485,137134,316009,604385,111678220,78529620,18992900,0.79
2021-09-30,89849,421264,26841,1414,7013432,7565,4955,528416,,,58,8353923,7935288,366500,50395481,238,11518746,34060,137134,316009,604385,111678220,78529620,18992900,0.79
2021-10-01,89895,421579,26844,1355,7018367,7410,4916,707379,,,48,8983702,8579472,355860,50440729,214,11894286,45248,137134,316009,604385,111678220,78529620,18992900,0.8
2021-10-02,89925,421787,26844,1325,7023315,7294,3298,528119,,,33,8983702,8579472,355860,50475876,141,11894286,35147,137134,316009,604385,111678220,78529620,18992900,0.8
2021-10-03,89934,421839,26844,1326,7027059,7308,1041,99368,,,19,8983702,8579472,355860,50480630,76,11894286,4754,137134,316009,604385,118440180,82645680,21638800,0.8
2021-10-04,89984,422072,26849,1328,7028197,7299,6313,512775,,,71,8983702,8579472,355860,50508267,283,11894286,27637,119579,232207,554380,118440180,82645680,21638800,0.81
2021-10-05,90045,422510,26849,1279,7033755,7096,4770,456593,,,75,8983702,8579472,355860,50537099,290,11894286,28832,119579,232207,554380,118440180,82645680,21638800,0.82
2021-10-06,90079,422728,26854,1242,7038701,7038,4413,403360,,,40,8983702,8579472,355860,50575569,202,11894286,38470,119579,232207,554380,118440180,82645680,21638800,0.83
2021-10-07,90113,423001,26856,1200,7043316,6903,4610,472095,,,47,8983702,8579472,355860,50603491,194,11894286,27922,119579,232207,554380,118440180,82645680,21638800,0.85
2021-10-08,90151,423274,26859,1164,7047786,6805,4692,675146,,,52,9026327,8652372,348820,50646752,218,13297506,43261,119579,232207,554380,118440180,82645680,21638800,0.87
2021-10-09,90166,423485,26859,1127,7052520,6706,3525,513466,,,26,9026327,8652372,348820,50678715,128,13297506,31963,119579,232207,554380,118440180,82645680,21638800,0.89
2021-10-10,90174,423537,26859,1132,7056511,6737,991,92179,,,17,9026327,8652372,348820,50682525,91,13297506,3810,119579,232207,554380,119674980,82645680,22873600,0.92
2021-10-11,90204,423734,26864,1145,7057631,6729,6742,507184,,,58,9026327,8652372,348820,50709369,226,13297506,26844,102087,168630,498259,119674980,82645680,22873600,0.95
2021-10-12,90257,424018,26864,1111,7063511,6629,5281,444769,,,68,9026327,8652372,348820,50737690,254,13297506,28321,102087,168630,498259,119674980,82645680,22873600,0.98
2021-10-13,90280,424238,26865,1091,7069089,6601,5126,413661,,,58,9026327,8652372,348820,50774941,219,13297506,37251,102087,168630,498259,119674980,82645680,22873600,1.01
2021-10-14,90318,424464,26867,1075,7074276,6523,6292,807629,,,44,8654042,8308812,322830,50802786,206,12676740,27845,102087,168630,498259,119674980,82645680,22873600,1.03
2021-10-15,90352,424693,26869,1051,7080375,6470,4661,373010,,,43,8654042,8308812,322830,50843872,215,12676740,41086,102087,168630,498259,119674980,82645680,22873600,1.05
2021-10-16,90367,424817,26869,1049,7085274,6437,3325,283478,,,25,8654042,8308812,322830,50873452,109,12676740,29580,102087,168630,498259,119674980,82645680,22873600,1.05
2021-10-17,90372,424868,26869,1052,7089052,6448,969,60478,,,18,8654042,8308812,322830,50876680,71,12676740,3228,102087,168630,498259,123155010,83873010,25126300,
2021-10-18,90413,425074,26874,1049,7090109,6468,6910,390329,,,67,8654042,8308812,322830,50901924,277,12676740,25244,30797,127104,324893,123155010,83873010,25126300,
